,Year,AreaName,residential_units,job_spaces,county_id
1010,2050,4100 South Redwood,7.0,1011.0,1960.0
1011,2050,4800 South Redwood,40.0,1126.0,1225.0
1012,2050,5400 South Redwood,205.0,4162.0,2765.0
1013,2050,7th Street Sandy Point,87.0,582.0,1505.0
1014,2050,900 East Station,6.0,381.0,1190.0
1015,2050,9th and 9th Center,87.0,379.0,2520.0
1016,2050,Alta Canyon Park Center,131.0,2061.0,980.0
1017,2050,Antelope & Main Town Center,321.0,1604.0,352.0
1018,2050,Ballpark,4820.0,6798.0,33810.0
1019,2050,Bingham Junction,2898.0,5063.0,3325.0
1020,2050,Bountiful 200 West,299.0,299.0,583.0
1021,2050,Bountiful 500 South,663.0,1459.0,836.0
1022,2050,Bountiful Downtown,661.0,599.0,1496.0
1023,2050,Business Depot Ogden,34.0,7760.0,6099.0
1024,2050,Canyon Rim Center,273.0,171.0,525.0
1025,2050,Cascade Village,175.0,306.0,280.0
1026,2050,Centerville Downtown,2242.0,2837.0,2453.0
1027,2050,Church & Hwy 193 Town Center,405.0,259.0,209.0
1028,2050,Clinton Town Center,3749.0,5390.0,2987.0
1029,2050,Cold Springs Center,725.0,422.0,165.0
1030,2050,Copperton Community Center,85.0,0.0,245.0
1031,2050,Cottonwood Heights Fort Union,172.0,3781.0,4445.0
1032,2050,Cottonwood Village,154.0,1219.0,315.0
1033,2050,Courthouse Downtown,184.0,148.0,748.0
1034,2050,Daybreak,5760.0,19541.0,7280.0
1035,2050,Decker Lake Center,358.0,1669.0,280.0
1036,2050,Downtown Clearfield,4748.0,3410.0,4103.0
1037,2050,Downtown Kaysville,1217.0,3292.0,1903.0
1038,2050,Downtown Riverton,712.0,2922.0,5600.0
1039,2050,Downtown South Salt Lake,1679.0,7512.0,10780.0
1040,2050,Draper City Center,2450.0,3929.0,5880.0
1041,2050,Draper Kimballs Lane Station,238.0,158.0,1015.0
1042,2050,East Antelope Center,817.0,2530.0,1012.0
1043,2050,East Gate Business Center,5.0,2807.0,869.0
1044,2050,East Park Lane,787.0,1622.0,209.0
1045,2050,Fairbourne Station,1500.0,3321.0,3185.0
1046,2050,Farr West 2700 North,435.0,236.0,1311.0
1047,2050,Fashion Place West,86.0,7685.0,18445.0
1048,2050,Fireclay Center,1289.0,605.0,2380.0
1049,2050,Five Points,2240.0,2390.0,12597.0
1050,2050,Fore Lakes Center,177.0,3332.0,770.0
1051,2050,Fort Union Canyon Center,52.0,170.0,525.0
1052,2050,Foxboro,403.0,864.0,231.0
1053,2050,Freeport Center,16.0,7707.0,1188.0
1054,2050,Gardner Village,402.0,349.0,210.0
1055,2050,Gateway Crossing,281.0,1204.0,616.0
1056,2050,Gentile & Fairfield Town Center,726.0,13.0,473.0
1057,2050,Glendale Center,23.0,78.0,70.0
1058,2050,Gordon & Fairfield Town Center,348.0,59.0,484.0
1059,2050,Granary District,4234.0,4649.0,15470.0
1060,2050,Harrisville US 89,635.0,441.0,1026.0
1061,2050,Herriman Porter Rockwell Center,1189.0,4599.0,1085.0
1062,2050,Herriman Town Center,1848.0,1710.0,12950.0
1063,2050,Highberry Center,2422.0,2783.0,2380.0
1064,2050,Highlands Loop Center,809.0,1217.0,945.0
1065,2050,Highline,1277.0,3447.0,1050.0
1066,2050,Historic Magna Main Street,116.0,262.0,2415.0
1067,2050,Historic Sandy Station,201.0,612.0,4655.0
1068,2050,Holladay City Center,821.0,7194.0,5005.0
1069,2050,Holladay Crossroads,229.0,258.0,875.0
1070,2050,Hunter Town Center,332.0,762.0,1785.0
1071,2050,Hwy 89 & Gordon Town Center,243.0,0.0,77.0
1072,2050,Independence,3204.0,3684.0,29260.0
1073,2050,International Center,0.0,19161.0,5425.0
1074,2050,Ivy Place Center,19.0,1926.0,560.0
1075,2050,Jones Ranch,1004.0,1683.0,3290.0
1076,2050,Jordan Bluffs,2846.0,6896.0,1505.0
1077,2050,Jordan Landing,0.0,6391.0,3465.0
1078,2050,Jordan Valley,787.0,3500.0,2835.0
1079,2050,Kaysville Business Park,179.0,4886.0,759.0
1080,2050,Kearns Town Center,157.0,878.0,980.0
1081,2050,Kearns Warehouse District,0.0,1623.0,2170.0
1082,2050,Lake Park Center,0.0,8221.0,910.0
1083,2050,Layton Downtown,2069.0,2625.0,1947.0
1084,2050,Layton Industrial Center,3.0,3394.0,1067.0
1085,2050,Layton Midtown,12658.0,8196.0,6853.0
1086,2050,Legacy Crossing,801.0,1492.0,264.0
1087,2050,Legacy Gateway,1531.0,3261.0,770.0
1088,2050,Lone Peak Parkway Employment Center,1.0,29159.0,5565.0
1089,2050,Marketview Center,306.0,333.0,420.0
1090,2050,Marmalade,2357.0,3024.0,10290.0
1091,2050,Marriott-Slaterville Employment District,7.0,575.0,684.0
1092,2050,Meadowbrook Station,2999.0,8283.0,12320.0
1093,2050,Midvale Center Station,486.0,635.0,1190.0
1094,2050,Midvale Fort Union Station,40.0,884.0,420.0
1095,2050,Midvale Main Street,660.0,1274.0,9590.0
1096,2050,Millcreek 2300 East,4.0,39.0,175.0
1097,2050,Millcreek City Center,888.0,1524.0,4725.0
1098,2050,Millcreek Station,316.0,2815.0,8050.0
1099,2050,Millrock Employment Center,0.0,14562.0,2520.0
1100,2050,Mountain View Village,220.0,4231.0,490.0
1101,2050,Murray Downtown,7333.0,9844.0,25725.0
1102,2050,Murray Industrial District,18.0,883.0,5705.0
1103,2050,Murray Medical Park,45.0,1109.0,3745.0
1104,2050,Newgate Center,905.0,12396.0,39615.0
1105,2050,North Ogden Downtown,2086.0,1404.0,10488.0
1106,2050,North Ogden Southtown,1488.0,909.0,3876.0
1107,2050,North Salt Lake / Woods Cross Industrial District,149.0,8731.0,4345.0
1108,2050,North Salt Lake Town Center,1936.0,1142.0,1342.0
1109,2050,North Shore,99.0,0.0,70.0
1110,2050,North Station,2815.0,4693.0,440.0
1111,2050,North Temple Center,2360.0,8061.0,8680.0
1112,2050,Oakwood Village Center,299.0,3887.0,3850.0
1113,2050,Ogden 12th Street,419.0,3040.0,9975.0
1114,2050,Ogden Airport Industrial District,43.0,8116.0,24054.0
1115,2050,Ogden Downtown,7449.0,20888.0,66576.0
1116,2050,Ogden Harrison Boulevard North,728.0,1209.0,6669.0
1117,2050,Ogden Harrison Boulevard South,809.0,2121.0,4389.0
1118,2050,Ogden-Hinckley Airport Center,0.0,3245.0,798.0
1119,2050,Old Mill,2009.0,0.0,385.0
1120,2050,Olympia Hills,4.0,57.0,175.0
1121,2050,Olympus Hills Center,15.0,1137.0,385.0
1122,2050,Oquirrh View Center,0.0,66.0,105.0
1123,2050,Orchard Drive 2200 South,304.0,540.0,209.0
1124,2050,Pages Lane Center,464.0,369.0,220.0
1125,2050,Parleys Foothill Center,110.0,489.0,245.0
1126,2050,Plain City Gateway,335.0,0.0,627.0
1127,2050,Plain City Market Center,21.0,335.0,570.0
1128,2050,Pleasant Green,1273.0,1371.0,4795.0
1129,2050,Pleasant View 2700 North,1356.0,2887.0,7068.0
1130,2050,Pleasant View Employment Center,4.0,1445.0,1995.0
1131,2050,Pleasant View Industrial Center,0.0,3222.0,1596.0
1132,2050,Porter Rockwell,1683.0,0.0,350.0
1133,2050,Quarry Bend Center,1111.0,542.0,385.0
1134,2050,Renaissance Towne Center,423.0,438.0,220.0
1135,2050,Research Park,135.0,3273.0,595.0
1136,2050,River Park,0.0,5959.0,1365.0
1137,2050,River Trail Station,0.0,5257.0,1645.0
1138,2050,Riverdale City Center,2207.0,7169.0,5016.0
1139,2050,Roper Yards,0.0,5008.0,5425.0
1140,2050,Rose Park Center,23.0,871.0,490.0
1141,2050,Roy Downtown,1034.0,5884.0,19266.0
1142,2050,Roy Station,1198.0,1704.0,2508.0
1143,2050,S-Line Center,993.0,213.0,910.0
1144,2050,SLCC/RSL,0.0,579.0,210.0
1145,2050,SW Salt Lake Employment District,835.0,4728.0,5355.0
1146,2050,Salt Lake 15th and 15th,3.0,81.0,350.0
1147,2050,Salt Lake 900 West,243.0,640.0,5495.0
1148,2050,Salt Lake City CBD,10682.0,134096.0,29715.0
1149,2050,Salt Lake City East Downtown,7067.0,11003.0,19110.0
1150,2050,Salt Lake City Northwest Quadrant,9.0,102016.0,86275.0
1151,2050,Salt Lake Foothill Center,4.0,1883.0,280.0
1152,2050,Salt Lake International Airport,0.0,500.0,210.0
1153,2050,Sandy Union Park,578.0,1514.0,3045.0
1154,2050,Sandy Village Center,249.0,3782.0,5285.0
1155,2050,Sheep Lane Employment District,0.0,3167.0,297.0
1156,2050,SoDa Row,231.0,1316.0,1855.0
1157,2050,Sorenson Research Park,603.0,5808.0,770.0
1158,2050,South Jordan Gateway,933.0,5834.0,2275.0
1159,2050,South Jordan Towne Center,1399.0,4686.0,7490.0
1160,2050,South Ogden City Center,760.0,4812.0,25878.0
1161,2050,South Ogden Gateway,1560.0,2462.0,14991.0
1162,2050,South Ogden US 89,142.0,367.0,1083.0
1163,2050,South Salt Lake State Street,1116.0,1726.0,8085.0
1164,2050,St. Marks Hospital,0.0,925.0,2100.0
1165,2050,Station Park,2022.0,7945.0,616.0
1166,2050,Sugarhouse,2051.0,8457.0,8260.0
1167,2050,Summit Vista Center,245.0,2723.0,490.0
1168,2050,Sunset SR 126,1103.0,329.0,1650.0
1169,2050,Syracuse City Center,2399.0,907.0,1727.0
1170,2050,Syracuse SR 193 Center,4698.0,3028.0,1837.0
1171,2050,Taylor's Landing,0.0,1128.0,315.0
1172,2050,Taylorsville Employment Center,0.0,444.0,140.0
1173,2050,Taylrosville West Point Center,175.0,1387.0,1470.0
1174,2050,The Cairns,11365.0,15046.0,20755.0
1175,2050,The District,845.0,2405.0,2835.0
1176,2050,The Point,0.0,1353.0,2415.0
1177,2050,Trailside Center,133.0,0.0,22.0
1178,2050,Union Park,3370.0,10165.0,11410.0
1179,2050,University Gardens,212.0,266.0,2310.0
1180,2050,Village Green Center,71.0,960.0,735.0
1181,2050,Vista Station,2009.0,6781.0,1400.0
1182,2050,Washington Terrace US 89,579.0,1562.0,2337.0
1183,2050,Weber State University,148.0,0.0,8208.0
1184,2050,Weber State University Davis,1860.0,992.0,902.0
1185,2050,West 12th Street,1146.0,0.0,342.0
1186,2050,West Bountiful Industrial District,2.0,81.0,165.0
1187,2050,West Central Employment District,0.0,3413.0,3885.0
1188,2050,West Davis Business Center,0.0,2034.0,143.0
1189,2050,West Haven City Center,5038.0,2799.0,11001.0
1190,2050,West Haven Midland Drive,3387.0,1342.0,39786.0
1191,2050,West Jordan City Center,2497.0,3917.0,9870.0
1192,2050,West Jordan Industrial District,0.0,12205.0,12425.0
1193,2050,West Layton Town Center,212.0,427.0,77.0
1194,2050,West Ogden Center,1328.0,521.0,22800.0
1195,2050,West Point City Center,2351.0,2177.0,1199.0
1196,2050,West Point West Davis,419.0,142.0,154.0
1197,2050,West Riverdale Center,2.0,6443.0,1368.0
1198,2050,West Roy Center,290.0,693.0,1653.0
1199,2050,West Valley 6200 South 5600 West,0.0,868.0,140.0
1200,2050,West Valley Redwood Center,1305.0,7760.0,4585.0
1201,2050,West Warren Center,24.0,0.0,570.0
1202,2050,West Weber,158.0,125.0,684.0
1203,2050,West Weber Industrial Center,0.0,766.0,855.0
1204,2050,WestBench,4637.0,478.0,25655.0
1205,2050,Westpointe Center,0.0,3303.0,1575.0
1206,2050,Wheeler Village,67.0,247.0,342.0
1207,2050,Woods Cross Business Park,0.0,181.0,198.0
1208,2050,Woods Cross Station,124.0,185.0,110.0
